OMIM ID,Disease,Symptoms from Wikipedia,HPO Codes
193300,von Hippel–Lindau syndrome,"Signs and symptoms associated with VHL disease include headaches, problems with balance and walking, dizziness, weakness of the limbs, vision problems, and high blood pressure. Conditions associated with VHL disease include angiomatosis, hemangioblastomas, pheochromocytoma, renal cell carcinoma, pancreatic cysts (pancreatic serous cystadenoma), endolymphatic sac tumor, and bilateral papillary cystadenomas of the epididymis (men) or broad ligament of the uterus (women). Angiomatosis occurs in 37.2% of patients presenting with VHL disease and usually occurs in the retina. As a result, loss of vision is very common. However, other organs can be affected: strokes, heart attacks, and cardiovascular disease are common additional symptoms. Approximately 40% of VHL disease presents with CNS hemangioblastomas and they are present in around 60-80%. Spinal hemangioblastomas are found in 13-59% of VHL disease and are specific because 80% are found in VHL disease. Although all of these tumours are common in VHL disease, around half of cases present with only one tumour type.","['HP:0000003', 'HP:0000077', 'HP:0000113', 'HP:0000238', 'HP:0000360', 'HP:0000365', 'HP:0000407', 'HP:0000501', 'HP:0000505', 'HP:0000518', 'HP:0000541', 'HP:0000572', 'HP:0000639', 'HP:0000763', 'HP:0000822', 'HP:0000975', 'HP:0001251', 'HP:0001288', 'HP:0001392', 'HP:0001732', 'HP:0001737', 'HP:0001901', 'HP:0002017', 'HP:0002076', 'HP:0002167', 'HP:0002321', 'HP:0002516', 'HP:0002664', 'HP:0002666', 'HP:0002668', 'HP:0002894', 'HP:0004374', 'HP:0005306', 'HP:0005562', 'HP:0005584', 'HP:0005954', 'HP:0006880', 'HP:0007360', 'HP:0008046', 'HP:0009711', 'HP:0009713', 'HP:0009715', 'HP:0011675', 'HP:0030424', 'HP:0100026', 'HP:0100585', 'HP:0100634', 'HP:0100659', 'HP:0100742', 'HP:0100761', 'HP:0100763', 'HP:0100799']"
193500,Waardenburg syndrome type 1,,"['HP:0000175', 'HP:0000202', 'HP:0000204', 'HP:0000303', 'HP:0000315', 'HP:0000316', 'HP:0000319', 'HP:0000365', 'HP:0000430', 'HP:0000431', 'HP:0000478', 'HP:0000486', 'HP:0000504', 'HP:0000506', 'HP:0000508', 'HP:0000574', 'HP:0000581', 'HP:0000632', 'HP:0000635', 'HP:0000664', 'HP:0000912', 'HP:0001053', 'HP:0001100', 'HP:0001595', 'HP:0002211', 'HP:0002216', 'HP:0002226', 'HP:0002227', 'HP:0002251', 'HP:0002414', 'HP:0002435', 'HP:0002475', 'HP:0002650', 'HP:0002946', 'HP:0003196', 'HP:0003250', 'HP:0005599', 'HP:0005815', 'HP:0007443', 'HP:0007894', 'HP:0007990', 'HP:0008527', 'HP:0010804', 'HP:0011364', 'HP:0030680']"
608890,Waardenburg syndrome type 2D,,"['HP:0000506', 'HP:0001100', 'HP:0008527']"
148820,Waardenburg syndrome type 3,"Waardenburg syndrome has multiple different types with some variations in symptoms, and symptoms can vary among those with the same type. The two features consistent across all types of Waardenburg syndrome are some degree of congenital sensorineural hearing loss and some degree of pigmentation deficiencies, most consistently in the eyes.","['HP:0000252', 'HP:0000271', 'HP:0000303', 'HP:0000365', 'HP:0000407', 'HP:0000426', 'HP:0000431', 'HP:0000446', 'HP:0000494', 'HP:0000506', 'HP:0000574', 'HP:0000581', 'HP:0000635', 'HP:0000664', 'HP:0001053', 'HP:0001063', 'HP:0001100', 'HP:0001156', 'HP:0001167', 'HP:0001249', 'HP:0001258', 'HP:0001387', 'HP:0001631', 'HP:0002211', 'HP:0002216', 'HP:0002251', 'HP:0002779', 'HP:0002817', 'HP:0003691', 'HP:0005048', 'HP:0007443', 'HP:0009473', 'HP:0009702', 'HP:0010554', 'HP:0010804', 'HP:0011364', 'HP:0030084', 'HP:0100490', 'HP:0100750']"
277580,Waardenburg syndrome type 4A,"Waardenburg syndrome has multiple different types with some variations in symptoms, and symptoms can vary among those with the same type. The two features consistent across all types of Waardenburg syndrome are some degree of congenital sensorineural hearing loss and some degree of pigmentation deficiencies, most consistently in the eyes.","['HP:0000407', 'HP:0000635', 'HP:0000639', 'HP:0001053', 'HP:0001100', 'HP:0001251', 'HP:0001252', 'HP:0001263', 'HP:0001271', 'HP:0002211', 'HP:0002216', 'HP:0002226', 'HP:0002227', 'HP:0002251', 'HP:0002313', 'HP:0002415']"
613265,Waardenburg syndrome type 4B,"Waardenburg syndrome has multiple different types with some variations in symptoms, and symptoms can vary among those with the same type. The two features consistent across all types of Waardenburg syndrome are some degree of congenital sensorineural hearing loss and some degree of pigmentation deficiencies, most consistently in the eyes.","['HP:0000407', 'HP:0000635', 'HP:0001053', 'HP:0001100', 'HP:0002211', 'HP:0002216', 'HP:0002226', 'HP:0002227', 'HP:0002251']"
613266,Waardenburg syndrome type 4C,"Waardenburg syndrome has multiple different types with some variations in symptoms, and symptoms can vary among those with the same type. The two features consistent across all types of Waardenburg syndrome are some degree of congenital sensorineural hearing loss and some degree of pigmentation deficiencies, most consistently in the eyes.","['HP:0000028', 'HP:0000135', 'HP:0000407', 'HP:0000458', 'HP:0000635', 'HP:0001053', 'HP:0001100', 'HP:0002211', 'HP:0002216', 'HP:0002226', 'HP:0002227', 'HP:0002251', 'HP:0007732']"
193510,Waardenburg syndrome type IIA,"Waardenburg syndrome has multiple different types with some variations in symptoms, and symptoms can vary among those with the same type. The two features consistent across all types of Waardenburg syndrome are some degree of congenital sensorineural hearing loss and some degree of pigmentation deficiencies, most consistently in the eyes.","['HP:0000430', 'HP:0000431', 'HP:0000506', 'HP:0000664', 'HP:0001022', 'HP:0001100', 'HP:0002211', 'HP:0002216', 'HP:0002226', 'HP:0002227', 'HP:0007443', 'HP:0007990', 'HP:0008527']"
122700,Warfarin resistance,,"['HP:0001871', 'HP:0001939']"
613398,Warsaw breakage syndrome,,"['HP:0000154', 'HP:0000218', 'HP:0000252', 'HP:0000274', 'HP:0000286', 'HP:0000340', 'HP:0000365', 'HP:0000378', 'HP:0000588', 'HP:0000954', 'HP:0000965', 'HP:0001249', 'HP:0001252', 'HP:0001263', 'HP:0001290', 'HP:0001511', 'HP:0001629', 'HP:0001636', 'HP:0004691', 'HP:0008586', 'HP:0025356', 'HP:0030084']"
193520,Watson syndrome,,"['HP:0000997', 'HP:0001067', 'HP:0001626', 'HP:0004322', 'HP:0004482', 'HP:0007565', 'HP:0009737']"
277590,Weaver syndrome,"Children with Weaver syndrome tend to look similar and have distinctive physical and craniofacial characteristics, which may include several, but not all of the following features:

Other features may include loose skin, thin deep-set nails, thin hair, short ribs, limited elbow and knee extension, camptodactyly, and a coarse, low-pitched voice. Delayed development of motor skills such as sitting, standing, and walking are commonly exhibited in early childhood. Patients with Weaver syndrome typically have mild intellectual disability with poor coordination and balance. They also have some neurological abnormalities such as speech delay, epilepsy, intellectual disability, hypotonia or hypertonia, and behavioral problems.","['HP:0000023', 'HP:0000028', 'HP:0000034', 'HP:0000098', 'HP:0000256', 'HP:0000278', 'HP:0000286', 'HP:0000303', 'HP:0000311', 'HP:0000316', 'HP:0000337', 'HP:0000343', 'HP:0000347', 'HP:0000368', 'HP:0000400', 'HP:0000486', 'HP:0000494', 'HP:0000708', 'HP:0000750', 'HP:0000773', 'HP:0000944', 'HP:0000973', 'HP:0001176', 'HP:0001212', 'HP:0001231', 'HP:0001249', 'HP:0001250', 'HP:0001252', 'HP:0001257', 'HP:0001260', 'HP:0001263', 'HP:0001276', 'HP:0001290', 'HP:0001331', 'HP:0001350', 'HP:0001377', 'HP:0001387', 'HP:0001537', 'HP:0001540', 'HP:0001582', 'HP:0001609', 'HP:0001761', 'HP:0001762', 'HP:0001769', 'HP:0001800', 'HP:0001814', 'HP:0001816', 'HP:0001840', 'HP:0001845', 'HP:0001848', 'HP:0001852', 'HP:0002002', 'HP:0002213', 'HP:0002650', 'HP:0002673', 'HP:0002808', 'HP:0002834', 'HP:0002866', 'HP:0003066', 'HP:0003186', 'HP:0003911', 'HP:0004689', 'HP:0005280', 'HP:0005616', 'HP:0005692', 'HP:0006101', 'HP:0006956', 'HP:0008070', 'HP:0008736', 'HP:0008872', 'HP:0009466', 'HP:0009473', 'HP:0010300', 'HP:0010751', 'HP:0011304', 'HP:0012385', 'HP:0030084', 'HP:0030680', 'HP:0100490', 'HP:0200000']"
608328,"Weill–Marchesani syndrome, dominant",,"['HP:0000189', 'HP:0000248', 'HP:0000327', 'HP:0000501', 'HP:0000518', 'HP:0000586', 'HP:0000594', 'HP:0000618', 'HP:0000692', 'HP:0000885', 'HP:0001072', 'HP:0001083', 'HP:0001156', 'HP:0001169', 'HP:0001230', 'HP:0001256', 'HP:0001387', 'HP:0001629', 'HP:0001642', 'HP:0001643', 'HP:0001650', 'HP:0001653', 'HP:0001783', 'HP:0002650', 'HP:0002682', 'HP:0002753', 'HP:0002938', 'HP:0003416', 'HP:0003508', 'HP:0004322', 'HP:0005280', 'HP:0006482', 'HP:0009768', 'HP:0011003', 'HP:0030961']"
277610,Weissenbacher–Zweymüller syndrome,,"['HP:0000162', 'HP:0000175', 'HP:0000277', 'HP:0000316', 'HP:0000347', 'HP:0000405', 'HP:0000520', 'HP:0000545', 'HP:0000750', 'HP:0000752', 'HP:0001252', 'HP:0002194', 'HP:0003016', 'HP:0003097', 'HP:0003417', 'HP:0005280', 'HP:0007018', 'HP:0008587', 'HP:0008905', 'HP:0008936', 'HP:0011819']"
277700,Werner syndrome,,"['HP:0000035', 'HP:0000135', 'HP:0000144', 'HP:0000275', 'HP:0000444', 'HP:0000518', 'HP:0000546', 'HP:0000765', 'HP:0000819', 'HP:0000822', 'HP:0000855', 'HP:0000869', 'HP:0000934', 'HP:0000939', 'HP:0000962', 'HP:0001387', 'HP:0001533', 'HP:0001595', 'HP:0001601', 'HP:0001608', 'HP:0001635', 'HP:0001658', 'HP:0001838', 'HP:0002209', 'HP:0002211', 'HP:0002216', 'HP:0002621', 'HP:0002664', 'HP:0002669', 'HP:0002672', 'HP:0002858', 'HP:0002860', 'HP:0002861', 'HP:0002890', 'HP:0003002', 'HP:0003202', 'HP:0003777', 'HP:0004322', 'HP:0004415', 'HP:0005177', 'HP:0005268', 'HP:0005328', 'HP:0005978', 'HP:0007495', 'HP:0007618', 'HP:0007703', 'HP:0008065', 'HP:0009125', 'HP:0009726', 'HP:0010468', 'HP:0010721', 'HP:0011001', 'HP:0012056', 'HP:0012060', 'HP:0100242', 'HP:0100324', 'HP:0100526', 'HP:0100578', 'HP:0100585', 'HP:0100615', 'HP:0100649', 'HP:0100659', 'HP:0100679', 'HP:0100833', 'HP:0200042', 'HP:0200055']"
193670,WHIM syndrome,,"['HP:0000008', 'HP:0000055', 'HP:0000166', 'HP:0000246', 'HP:0000388', 'HP:0001045', 'HP:0001250', 'HP:0001287', 'HP:0001636', 'HP:0001875', 'HP:0001888', 'HP:0002070', 'HP:0002090', 'HP:0002110', 'HP:0002167', 'HP:0002172', 'HP:0002244', 'HP:0002718', 'HP:0002788', 'HP:0002840', 'HP:0004313', 'HP:0004315', 'HP:0005561', 'HP:0006532', 'HP:0007010', 'HP:0011850', 'HP:0011947', 'HP:0011992', 'HP:0012056', 'HP:0012740', 'HP:0025439', 'HP:0030079', 'HP:0031020', 'HP:0031160', 'HP:0100658', 'HP:0100750', 'HP:0100806', 'HP:0200043']"
193900,White sponge nevus,"It presents itself in the mouth, most frequently as a thick, bilateral, symmetrical white plaques with a spongy, corrugated or velvety texture. Most usually, the lesions are on the buccal mucosa, but sometimes on the labial mucosa, alveolar ridge, floor of the mouth, ventral surface of the tongue or soft palate. The gingival margin and dorsum of the tongue are almost never affected. Less commonly, sites outside the mouth are affected, including the nasal, esophageal, laryngeal, anal and genital mucosae. It usually is present from birth, or develops during childhood. Rarely, the lesions may develop during adolescence. Apart from the appearance of the affected areas, there are usually no other signs or symptoms.","['HP:0000502', 'HP:0001939', 'HP:0002745']"
194070,Wilms' tumor,"Typical signs and symptoms of Wilms' tumor include the following:

a painless, palpable abdominal mass
loss of appetite
abdominal pain
fever
nausea and vomiting
blood in the urine (in about 20% of cases)
high blood pressure in some cases (especially if synchronous or metachronous bilateral kidney involvement)
Rarely as varicocele",['HP:0002667']
277900,Wilson's disease,"The main sites of copper accumulation are the liver and the brain, and consequently liver disease and neuropsychiatric symptoms are the main features that lead to diagnosis. People with liver problems tend to come to medical attention earlier, generally as children or teenagers, than those with neurological and psychiatric symptoms, who tend to be in their twenties or older. Some are identified only because relatives have been diagnosed with Wilson's disease; many of these, when tested, turn out to have been experiencing symptoms of the condition but have not received a diagnosis.","['HP:0000093', 'HP:0000124', 'HP:0000140', 'HP:0000716', 'HP:0000718', 'HP:0000726', 'HP:0000751', 'HP:0000787', 'HP:0000829', 'HP:0000934', 'HP:0000939', 'HP:0000952', 'HP:0000978', 'HP:0000989', 'HP:0001155', 'HP:0001249', 'HP:0001259', 'HP:0001260', 'HP:0001271', 'HP:0001332', 'HP:0001337', 'HP:0001369', 'HP:0001382', 'HP:0001386', 'HP:0001394', 'HP:0001397', 'HP:0001399', 'HP:0001402', 'HP:0001508', 'HP:0001744', 'HP:0001824', 'HP:0001873', 'HP:0001878', 'HP:0001903', 'HP:0002015', 'HP:0002040', 'HP:0002150', 'HP:0002240', 'HP:0002275', 'HP:0002307', 'HP:0002312', 'HP:0002355', 'HP:0002653', 'HP:0002749', 'HP:0002756', 'HP:0002758', 'HP:0002829', 'HP:0002910', 'HP:0003076', 'HP:0003109', 'HP:0003355', 'HP:0003418', 'HP:0004324', 'HP:0006554', 'HP:0007327', 'HP:0008994', 'HP:0010838', 'HP:0012115', 'HP:0030214', 'HP:0200032', 'HP:0200119', 'HP:0200122']"
301000,Wiskott–Aldrich syndrome,"WAS occurs most often in males due to its X-linked recessive pattern of inheritance, affecting between 1 and 10 males per million. The first signs are usually petechiae and bruising, resulting from a low platelet count (i.e. thrombocytopenia). Spontaneous nose bleeds and bloody diarrhea are also common and eczema typically develops within the first month of life. Recurrent bacterial infections develop by three months. The majority of children with WAS develop at least one autoimmune disorder, and cancers (mainly lymphoma and leukemia) develop in up to a third of patients. Immunoglobulin M (IgM) levels are reduced, IgA and IgE are elevated, and IgG levels can be normal, reduced, or elevated. In addition to thrombocytopenia, WAS patients have abnormally small platelets (i.e. microthrombocytes) and ~30% also have elevated eosinophil  counts (i.e. eosinophilia).","['HP:0000112', 'HP:0000140', 'HP:0000225', 'HP:0000246', 'HP:0000388', 'HP:0000389', 'HP:0000421', 'HP:0000491', 'HP:0000498', 'HP:0000509', 'HP:0000778', 'HP:0000964', 'HP:0000967', 'HP:0000978', 'HP:0000979', 'HP:0001025', 'HP:0001287', 'HP:0001328', 'HP:0001369', 'HP:0001645', 'HP:0001873', 'HP:0001875', 'HP:0001878', 'HP:0001879', 'HP:0001888', 'HP:0001891', 'HP:0001903', 'HP:0001935', 'HP:0001945', 'HP:0001983', 'HP:0002014', 'HP:0002028', 'HP:0002037', 'HP:0002090', 'HP:0002094', 'HP:0002170', 'HP:0002205', 'HP:0002248', 'HP:0002249', 'HP:0002488', 'HP:0002573', 'HP:0002633', 'HP:0002664', 'HP:0002665', 'HP:0002721', 'HP:0002783', 'HP:0002788', 'HP:0002848', 'HP:0002850', 'HP:0002960', 'HP:0002963', 'HP:0002971', 'HP:0003010', 'HP:0003212', 'HP:0003261', 'HP:0005310', 'HP:0005537', 'HP:0005558', 'HP:0006510', 'HP:0006535', 'HP:0007420', 'HP:0009830', 'HP:0011029', 'HP:0011675', 'HP:0011869', 'HP:0011875', 'HP:0011944', 'HP:0012378', 'HP:0040184', 'HP:0100749', 'HP:0100774', 'HP:0100806', 'HP:0100820', 'HP:0200042']"
